upload_date,inquiry
2018-05-17,386
2018-05-17,403
2018-05-17,661
2018-05-17,823
2018-05-17,489
2018-05-17,2109
2018-05-17,12777
2018-05-16,571
2018-05-16,465
2018-05-16,412
2018-05-16,216
2018-05-16,310
2018-05-16,322
2018-05-16,665
2018-05-15,12178
2018-05-15,629
2018-05-15,4056
2018-05-15,3229
2018-05-15,320
2018-05-15,836
2018-05-15,13281
2018-05-15,724
2018-05-15,560
2018-05-15,372
2018-05-15,891
2018-05-14,405
2018-05-14,815
2018-05-14,1059
2018-05-14,1441
2018-05-14,1144
2018-05-14,696
2018-05-14,259
2018-05-14,345
2018-05-14,702
2018-05-14,916
2018-05-14,617
2018-05-11,2423
2018-05-11,805
2018-05-11,839
2018-05-11,565
2018-05-11,12507
2018-05-11,511
2018-05-11,598
2018-05-11,2252
2018-05-10,559
2018-05-10,1073
2018-05-10,798
2018-05-10,273
2018-05-10,1700
2018-05-10,3702
2018-05-10,452
2018-05-10,820
2018-05-09,502
2018-05-09,1004
2018-05-09,1016
2018-05-09,1361
2018-05-09,696
2018-05-08,570
2018-05-08,513
2018-05-08,434
2018-05-08,1609
2018-05-08,314
2018-05-08,730
2018-05-08,1474
2018-05-08,811
2018-05-08,551
2018-05-08,770
2018-05-08,509
2018-05-08,345
2018-05-08,210
2018-05-08,1741
2018-05-04,1357
2018-05-04,674
2018-05-04,538
2018-05-04,2831
2018-05-04,2418
2018-05-04,259
2018-05-04,2994
2018-05-04,1523
2018-05-03,600
2018-05-03,2370
2018-05-03,501
2018-05-03,488
2018-05-03,533
2018-05-03,627
2018-05-03,1232
2018-05-03,536
2018-05-03,1290
2018-05-03,905
2018-05-03,184
2018-05-03,225
2018-05-03,16122
2018-05-03,682
2018-05-03,858
2018-05-03,1434
2018-05-03,194
2018-05-03,634
2018-05-03,277
2018-05-02,16183
2018-05-02,414
2018-05-02,3637
2018-05-02,1231
2018-05-02,667
2018-05-02,2241
2018-05-02,976
2018-05-02,486
2018-05-02,2588
2018-05-02,592
2018-05-02,2642
2018-05-02,3416
2018-05-02,9014
2018-05-02,12461
2018-05-02,409
2018-04-30,1532
2018-04-30,1219
2018-04-30,597
2018-04-30,1105
2018-04-30,599
2018-04-30,2060
2018-04-30,1337
2018-04-27,1713
2018-04-27,6891
2018-04-27,12948
2018-04-27,2698
2018-04-27,826
2018-04-26,764
2018-04-26,524
2018-04-26,412
2018-04-26,1424
2018-04-26,648
2018-04-26,1896
2018-04-26,429
2018-04-26,501
2018-04-26,1238
2018-04-26,598
2018-04-26,448
2018-04-26,1153
2018-04-26,1262
2018-04-25,1376
2018-04-25,5856
2018-04-25,666
2018-04-25,428
2018-04-25,1497
2018-04-25,861
2018-04-25,624
2018-04-25,397
2018-04-25,641
2018-04-25,444
2018-04-24,1097
2018-04-24,922
2018-04-24,262
2018-04-24,5689
2018-04-24,3291
2018-04-24,759
2018-04-24,387
2018-04-24,768
2018-04-24,953
2018-04-24,367
2018-04-24,331
2018-04-24,355
2018-04-24,501
2018-04-23,3562
2018-04-23,372
2018-04-23,515
2018-04-23,1858
2018-04-20,505
2018-04-20,645
2018-04-20,680
2018-04-20,439
2018-04-20,904
2018-04-20,391
2018-04-19,622
2018-04-19,759
2018-04-19,984
2018-04-19,1156
2018-04-19,716
2018-04-19,542
2018-04-19,1760
2018-04-19,960
2018-04-19,340
2018-04-19,303
2018-04-19,452
2018-04-19,1565
2018-04-18,907
2018-04-18,1847
2018-04-18,402
2018-04-18,434
2018-04-18,262
2018-04-18,1339
2018-04-18,440
2018-04-18,705
2018-04-17,1560
2018-04-17,655
2018-04-17,327
2018-04-17,336
2018-04-17,1269
2018-04-17,1036
2018-04-17,300
2018-04-17,282
2018-04-17,333
2018-04-17,347
2018-04-17,423
2018-04-17,947
2018-04-16,3436
2018-04-16,2800
2018-04-16,803
2018-04-16,950
2018-04-16,797
2018-04-16,273
2018-04-16,337
2018-04-16,4197
2018-04-16,513
2018-04-16,416
2018-04-16,866
2018-04-16,862
2018-04-16,444
2018-04-13,685
2018-04-13,929
2018-04-13,15950
2018-04-13,304
2018-04-13,1547
2018-04-12,633
2018-04-12,372
2018-04-12,587
2018-04-12,1827
2018-04-12,390
2018-04-12,284
2018-04-12,2706
2018-04-12,1359
2018-04-12,361
2018-04-11,1314
2018-04-11,1623
2018-04-11,447
2018-04-11,547
2018-04-11,495
2018-04-11,1400
2018-04-10,796
2018-04-10,1691
2018-04-10,404
2018-04-10,1386
2018-04-10,1140
2018-04-10,1156
2018-04-10,431
2018-04-10,758
2018-04-10,1258
2018-04-10,379
2018-04-10,870
2018-04-10,1460
2018-04-09,923
2018-04-09,755
2018-04-09,2046
2018-04-09,677
2018-04-09,835
2018-04-09,337
2018-04-09,1988
2018-04-09,2162
2018-04-09,1178
2018-04-09,974
2018-04-09,331
2018-04-09,500
2018-04-09,2359
2018-04-06,480
2018-04-06,1653
2018-04-06,921
2018-04-06,462
2018-04-06,12262
2018-04-06,822
2018-04-06,498
2018-04-06,259
2018-04-06,224
2018-04-06,335
2018-04-06,893
2018-04-06,688
2018-04-05,627
2018-04-05,941
2018-04-05,639
2018-04-05,382
2018-04-05,422
2018-04-05,4336
2018-04-05,3410
2018-04-05,703
2018-04-05,1718
2018-04-05,459
2018-04-05,2058
2018-04-05,3209
2018-04-05,684
2018-04-04,1048
2018-04-04,1420
2018-04-04,1369
2018-04-04,994
2018-04-04,663
2018-04-04,14208
2018-04-04,429
2018-04-04,678
2018-04-04,346
2018-04-03,454
2018-04-03,676
2018-04-03,1373
2018-04-03,485
2018-04-03,671
2018-04-03,1325
2018-04-03,1644
2018-04-03,1952
2018-04-03,486
2018-04-03,619
2018-04-03,502
2018-04-02,1134
2018-04-02,1217
2018-04-02,700
2018-04-02,487
2018-04-02,764
2018-04-02,5164
2018-04-02,762
2018-04-02,685
2018-04-02,2929
2018-04-02,2601
2018-04-02,400
2018-04-02,4632
2018-04-02,446
2018-04-02,599
2018-04-02,1518
2018-04-02,728
2018-04-02,1209
2018-04-02,2395
2018-04-02,1029
2018-04-02,1017
2018-04-02,1329
2018-04-02,298
2018-03-30,428
2018-03-30,301
2018-03-30,768
2018-03-30,1379
2018-03-30,1207
2018-03-30,818
2018-03-30,1190
2018-03-30,896
2018-03-30,1191
2018-03-30,1011
2018-03-30,582
2018-03-29,453
2018-03-29,600
2018-03-29,432
2018-03-29,297
2018-03-29,408
2018-03-29,417
2018-03-29,977
2018-03-29,394
2018-03-29,392
2018-03-29,327
2018-03-29,996
2018-03-29,361
2018-03-29,606
2018-03-29,635
2018-03-29,403
2018-03-29,522
2018-03-28,1133
2018-03-28,3396
2018-03-28,459
2018-03-28,266
2018-03-28,269
2018-03-28,612
2018-03-28,870
2018-03-28,2318
2018-03-28,1020
2018-03-28,1221
2018-03-28,732
2018-03-28,288
2018-03-28,1139
2018-03-28,2644
2018-03-28,1080
2018-03-27,1481
2018-03-27,725
2018-03-27,2248
2018-03-27,663
2018-03-27,1636
2018-03-27,1050
2018-03-27,1195
2018-03-27,1127
2018-03-27,244
2018-03-27,1621
2018-03-27,519
2018-03-27,394
2018-03-27,183
2018-03-27,761
2018-03-27,506
2018-03-27,405
2018-03-27,393
2018-03-27,614
2018-03-27,320
2018-03-27,685
2018-03-27,597
2018-03-26,553
2018-03-26,1101
2018-03-26,1162
2018-03-26,1126
2018-03-26,15748
2018-03-26,500
2018-03-26,1117
2018-03-26,938
2018-03-26,1199
2018-03-26,638
2018-03-26,527
2018-03-26,541
2018-03-26,19973
2018-03-23,1248
2018-03-23,1212
2018-03-23,1089
2018-03-23,538
2018-03-23,637
2018-03-23,1646
2018-03-23,549
2018-03-23,14456
2018-03-23,1273
2018-03-22,1668
2018-03-22,446
2018-03-22,481
2018-03-22,587
2018-03-22,945
2018-03-22,789
2018-03-22,527
2018-03-22,1373
2018-03-22,1307
2018-03-22,1417
2018-03-22,1838
2018-03-22,1707
2018-03-22,13867
2018-03-22,427
2018-03-21,924
2018-03-21,499
2018-03-21,931
2018-03-21,558
2018-03-21,364
2018-03-21,532
2018-03-21,769
2018-03-21,398
2018-03-21,270
2018-03-21,843
2018-03-21,2872
2018-03-21,417
2018-03-21,135
2018-03-21,198
2018-03-21,293
2018-03-20,20036
2018-03-20,546
2018-03-20,2086
2018-03-20,362
2018-03-20,1276
2018-03-20,557
2018-03-20,272
2018-03-20,293
2018-03-19,468
2018-03-19,1924
2018-03-19,720
2018-03-19,357
2018-03-19,384
2018-03-19,298
2018-03-19,19759
2018-03-19,12973
2018-03-19,1374
2018-03-19,1288
2018-03-19,911
2018-03-19,479
2018-03-19,1152
2018-03-19,360
2018-03-19,1096
2018-03-19,11372
2018-03-16,677
2018-03-16,1131
2018-03-16,493
2018-03-16,736
2018-03-16,452
2018-03-16,594
2018-03-16,608
2018-03-16,1241
2018-03-16,1668
2018-03-16,3473
2018-03-15,455
2018-03-15,347
2018-03-15,975
2018-03-15,281
2018-03-15,383
2018-03-15,2540
2018-03-15,1786
2018-03-15,711
2018-03-15,387
2018-03-15,727
2018-03-15,2221
2018-03-14,2466
2018-03-14,1616
2018-03-14,957
2018-03-14,584
2018-03-14,513
2018-03-14,387
2018-03-14,1503
2018-03-14,783
2018-03-14,1132
2018-03-14,257
2018-03-14,535
2018-03-14,266
2018-03-13,2547
2018-03-13,2630
2018-03-13,2553
2018-03-13,373
2018-03-13,2666
2018-03-13,780
2018-03-13,1161
2018-03-12,1492
2018-03-12,794
2018-03-12,347
2018-03-12,375
2018-03-12,273
2018-03-12,338
2018-03-12,345
2018-03-12,276
2018-03-12,193
2018-03-12,1678
2018-03-12,1022
2018-03-12,2714
2018-03-12,848
2018-03-12,456
2018-03-12,177
2018-03-12,1508
2018-03-12,1970
2018-03-09,3688
2018-03-09,1944
2018-03-09,948
2018-03-09,570
2018-03-09,2050
2018-03-09,1577
2018-03-09,1025
2018-03-09,742
2018-03-09,818
2018-03-09,1970
2018-03-09,2153
2018-03-09,3369
2018-03-08,912
2018-03-08,323
2018-03-08,2860
2018-03-08,431
2018-03-08,2038
2018-03-08,327
2018-03-08,993
2018-03-08,584
2018-03-08,14576
2018-03-08,738
2018-03-08,1561
2018-03-08,13054
2018-03-08,684
2018-03-08,209
2018-03-08,5123
2018-03-08,302
2018-03-08,519
2018-03-08,496
2018-03-08,404
2018-03-08,2110
2018-03-07,14251
2018-03-07,1105
2018-03-07,1011
2018-03-06,1431
2018-03-06,2034
2018-03-06,1697
2018-03-06,555
2018-03-06,11656
2018-03-06,1978
2018-03-06,285
2018-03-06,387
2018-03-05,1353
2018-03-05,972
2018-03-05,1161
2018-03-05,1629
2018-03-05,1894
2018-03-05,945
2018-03-05,578
2018-03-05,326
2018-03-05,1431
2018-03-02,1275
2018-03-02,528
2018-03-02,3752
2018-03-02,1525
2018-03-02,1085
2018-03-02,1971
2018-03-02,702
2018-03-02,1229
2018-03-02,959
2018-03-02,668
2018-03-02,415
2018-03-02,763
2018-03-02,678
2018-03-02,1708
2018-03-02,3177
2018-03-02,279
2018-02-28,1494
2018-02-28,3412
2018-02-28,2465
2018-02-28,2015
2018-02-28,708
2018-02-28,15893
2018-02-28,753
2018-02-28,405
2018-02-28,527
2018-02-28,341
2018-02-28,431
2018-02-28,1634
2018-02-28,814
2018-02-27,893
2018-02-27,1438
2018-02-27,1668
2018-02-27,664
2018-02-27,660
2018-02-27,532
2018-02-27,1613
2018-02-27,2086
2018-02-27,13108
2018-02-27,16011
2018-02-27,878
2018-02-27,887
2018-02-27,4588
2018-02-27,15438
2018-02-26,697
2018-02-26,462
2018-02-26,443
2018-02-26,391
2018-02-26,727
2018-02-26,407
2018-02-26,468
2018-02-26,1956
2018-02-26,434
2018-02-26,1267
2018-02-26,1175
2018-02-26,547
2018-02-26,577
2018-02-26,1322
2018-02-26,1556
2018-02-26,584
2018-02-26,449
2018-02-26,717
2018-02-26,1811
2018-02-26,511
2018-02-26,1009
2018-02-26,12537
2018-02-23,860
2018-02-23,16080
2018-02-23,1191
2018-02-23,822
2018-02-23,805
2018-02-23,508
2018-02-23,480
2018-02-23,3317
2018-02-23,3630
2018-02-23,524
2018-02-23,622
2018-02-23,508
2018-02-23,607
2018-02-23,2236
2018-02-23,285
2018-02-23,574
2018-02-23,457
2018-02-23,390
2018-02-23,389
2018-02-23,2102
2018-02-23,1337
2018-02-23,1326
2018-02-23,1340
2018-02-23,348
2018-02-23,541
2018-02-23,510
2018-02-23,545
2018-02-23,643
2018-02-23,649
2018-02-23,297
2018-02-23,551
2018-02-23,319
2018-02-22,2219
2018-02-22,2512
2018-02-22,491
2018-02-22,839
2018-02-22,863
2018-02-22,373
2018-02-22,453
2018-02-22,735
2018-02-22,314
2018-02-22,2755
2018-02-21,11871
2018-02-21,2030
2018-02-21,1072
2018-02-21,1757
2018-02-21,1124
2018-02-21,1233
2018-02-21,899
2018-02-21,1672
2018-02-21,491
2018-02-21,856
2018-02-21,865
2018-02-21,1985
2018-02-21,4932
2018-02-21,1774
2018-02-21,1101
2018-02-21,1050
2018-02-21,785
2018-02-21,253
2018-02-21,532
2018-02-21,804
2018-02-21,247
2018-02-21,771
2018-02-21,716
2018-02-21,359
2018-02-21,846
2018-02-21,343
2018-02-21,3857
2018-02-21,1435
2018-02-21,2402
2018-02-21,943
2018-02-21,644
2018-02-21,1083
2018-02-21,3363
2018-02-21,670
2018-02-21,642
2018-02-21,1186
2018-02-21,527
2018-02-21,1500
2018-02-21,3424
2018-02-20,12761
2018-02-20,757
2018-02-20,2608
2018-02-20,5805
2018-02-20,642
2018-02-20,395
2018-02-20,1252
2018-02-20,1874
2018-02-20,852
2018-02-20,911
2018-02-19,437
2018-02-19,974
2018-02-19,314
2018-02-19,1201
2018-02-19,461
2018-02-19,5427
2018-02-19,11485
2018-02-19,389
2018-02-19,930
2018-02-19,434
2018-02-19,391
2018-02-19,537
2018-02-19,1548
2018-02-19,13604
2018-02-14,1548
2018-02-14,310
2018-02-14,477
2018-02-14,897
2018-02-14,440
2018-02-14,2396
2018-02-14,370
2018-02-14,3509
2018-02-14,263
2018-02-14,616
2018-02-14,398
2018-02-14,506
2018-02-14,14835
2018-02-13,401
2018-02-13,307
2018-02-13,434
2018-02-13,2030
2018-02-13,414
2018-02-13,360
2018-02-13,604
2018-02-13,891
2018-02-13,1313
2018-02-13,471
2018-02-13,2427
2018-02-13,361
2018-02-13,764
2018-02-13,670
2018-02-13,345
2018-02-13,540
2018-02-13,404
2018-02-13,932
2018-02-13,191
2018-02-13,225
2018-02-13,203
2018-02-12,624
2018-02-12,1150
2018-02-12,1009
2018-02-12,1035
2018-02-12,319
2018-02-12,791
2018-02-12,1080
2018-02-12,394
2018-02-12,359
2018-02-12,1319
2018-02-12,3436
2018-02-12,3776
2018-02-12,4902
2018-02-12,487
2018-02-12,739
2018-02-12,653
2018-02-12,260
2018-02-12,350
2018-02-12,2722
2018-02-12,677
2018-02-09,996
2018-02-09,1059
2018-02-09,1508
2018-02-09,536
2018-02-09,13173
2018-02-09,760
2018-02-09,1171
2018-02-09,1763
2018-02-09,1939
2018-02-08,2999
2018-02-08,14244
2018-02-08,1306
2018-02-08,12548
2018-02-08,928
2018-02-08,475
2018-02-08,463
2018-02-08,348
2018-02-08,11902
2018-02-08,662
2018-02-08,4351
2018-02-08,249
2018-02-08,907
2018-02-08,4281
2018-02-08,715
2018-02-08,230
2018-02-08,866
2018-02-08,429
2018-02-08,543
2018-02-07,3666
2018-02-07,1639
2018-02-07,2023
2018-02-07,1453
2018-02-07,680
2018-02-07,1061
2018-02-07,1738
2018-02-07,2551
2018-02-07,1612
2018-02-07,1848
2018-02-07,1313
2018-02-07,820
2018-02-07,573
2018-02-07,1123
2018-02-07,804
2018-02-07,363
2018-02-07,1272
2018-02-07,479
2018-02-07,1075
2018-02-07,822
2018-02-07,828
2018-02-07,225
2018-02-07,357
2018-02-07,455
2018-02-07,481
2018-02-06,2828
2018-02-06,19318
2018-02-06,1183
2018-02-06,746
2018-02-06,586
2018-02-06,649
2018-02-06,286
2018-02-05,660
2018-02-05,458
2018-02-05,16757
2018-02-05,1147
2018-02-05,965
2018-02-05,418
2018-02-05,569
2018-02-05,1582
2018-02-05,282
2018-02-03,2951
2018-02-03,15137
2018-02-03,692
2018-02-02,13983
2018-02-02,1163
2018-02-01,1889
2018-02-01,678
2018-02-01,1787
2018-02-01,855
2018-02-01,541
2018-02-01,1488
2018-02-01,352
2018-02-01,814
2018-02-01,875
2018-02-01,454
2018-02-01,788
2018-01-31,1446
2018-01-31,2554
2018-01-31,1604
2018-01-31,972
2018-01-31,12634
2018-01-31,12726
2018-01-31,1285
2018-01-31,3844
2018-01-31,1599
2018-01-31,1127
2018-01-31,341
2018-01-31,271
2018-01-31,960
2018-01-31,2443
2018-01-31,345
2018-01-31,13498
2018-01-30,4240
2018-01-30,1684
2018-01-30,2217
2018-01-30,3151
2018-01-30,2402
2018-01-30,2084
2018-01-30,2345
2018-01-30,1566
2018-01-30,1734
2018-01-30,12096
2018-01-30,588
2018-01-30,1243
2018-01-30,736
2018-01-30,2161
2018-01-30,14138
2018-01-30,471
2018-01-30,1386
2018-01-30,15025
2018-01-30,515
2018-01-30,258
2018-01-30,12494
2018-01-29,18793
2018-01-29,3201
2018-01-29,4500
2018-01-29,1625
2018-01-29,1199
2018-01-29,1646
2018-01-29,483
2018-01-29,647
2018-01-29,588
2018-01-29,1281
2018-01-29,1177
2018-01-29,1732
2018-01-26,1123
2018-01-26,1008
2018-01-26,11802
2018-01-26,1754
2018-01-26,613
2018-01-26,557
2018-01-26,1409
2018-01-26,639
2018-01-26,490
2018-01-26,211
2018-01-26,11549
2018-01-26,2720
2018-01-26,732
2018-01-26,390
2018-01-26,13218
2018-01-26,820
2018-01-26,11173
2018-01-26,1063
2018-01-26,738
2018-01-26,357
2018-01-25,504
2018-01-25,890
2018-01-25,783
2018-01-25,1738
2018-01-25,433
2018-01-24,2549
2018-01-24,551
2018-01-24,3187
2018-01-24,1489
2018-01-24,2484
2018-01-24,2498
2018-01-24,1231
2018-01-24,2315
2018-01-24,350
2018-01-24,3495
2018-01-24,2498
2018-01-24,3531
2018-01-24,506
2018-01-23,11786
2018-01-23,3268
2018-01-23,2231
2018-01-23,12706
2018-01-23,1842
2018-01-23,1439
2018-01-23,974
2018-01-23,1820
2018-01-23,796
2018-01-23,708
2018-01-23,476
2018-01-23,553
2018-01-22,3297
2018-01-22,2509
2018-01-22,1946
2018-01-22,99
2018-01-22,3464
2018-01-22,2492
2018-01-22,14852
2018-01-22,524
2018-01-22,655
2018-01-22,378
2018-01-22,762
2018-01-22,1488
2018-01-22,815
2018-01-19,2101
2018-01-19,635
2018-01-19,1096
2018-01-19,11448
2018-01-19,6540
2018-01-18,10392
2018-01-18,4462
2018-01-18,14955
2018-01-18,4238
2018-01-18,3614
2018-01-18,5605
2018-01-18,442
2018-01-18,12470
2018-01-18,541
2018-01-18,484
2018-01-18,3011
2018-01-18,993
2018-01-18,1095
2018-01-17,330
2018-01-17,13484
2018-01-17,1559
2018-01-17,12542
2018-01-17,1403
2018-01-17,463
2018-01-17,353
2018-01-17,1286
2018-01-17,12807
2018-01-17,966
2018-01-17,75018
2018-01-17,291
2018-01-16,19391
2018-01-16,1003
2018-01-16,1596
2018-01-16,1610
2018-01-16,1010
2018-01-16,1162
2018-01-16,1603
2018-01-16,1201
2018-01-16,2180
2018-01-16,1430
2018-01-16,267
2018-01-16,727
2018-01-16,447
2018-01-16,941
2018-01-16,1638
2018-01-16,1242
2018-01-16,1333
2018-01-16,945
2018-01-16,1059
2018-01-16,2449
2018-01-16,1052
2018-01-16,1408
2018-01-16,1482
2018-01-16,1645
2018-01-16,7107
2018-01-16,826
2018-01-16,632
2018-01-16,1387
2018-01-16,231
2018-01-16,447
2018-01-15,6232
2018-01-15,544
2018-01-15,1279
2018-01-15,426
2018-01-15,12247
2018-01-15,1210
2018-01-15,2387
2018-01-15,1136
2018-01-15,2154
2018-01-15,1855
2018-01-15,12280
2018-01-12,17719
2018-01-12,2312
2018-01-12,9293
2018-01-12,3560
2018-01-12,921
2018-01-12,408
2018-01-12,769
2018-01-12,11161
2018-01-12,2057
2018-01-12,496
2018-01-11,707
2018-01-11,561
2018-01-11,609
2018-01-11,2745
2018-01-11,9819
2018-01-10,1909
2018-01-10,539
2018-01-10,1802
2018-01-10,1202
2018-01-10,469
2018-01-10,485
2018-01-10,659
2018-01-10,755
2018-01-10,1635
2018-01-10,1754
2018-01-09,1766
2018-01-09,1743
2018-01-09,744
2018-01-09,1027
2018-01-09,30738
2018-01-09,310
2018-01-08,1152
2018-01-08,1125
2018-01-08,573
2018-01-08,391
2018-01-08,528
2018-01-05,1620
2018-01-05,1125
2018-01-05,2742
2018-01-05,1478
2018-01-05,1601
2018-01-05,1607
2018-01-04,903
2018-01-04,896
2018-01-04,629
2018-01-04,437
2018-01-04,714
2018-01-04,8798
2018-01-04,770
2018-01-04,384
2018-01-04,338
2018-01-04,10397
2018-01-04,375
2018-01-04,476
2018-01-04,750
2018-01-04,12316
2018-01-04,2264
2018-01-04,1177
2018-01-04,499
2018-01-04,774
2018-01-04,758
2018-01-04,22653
2018-01-04,16526
2018-01-04,2607
2018-01-04,4939
2018-01-04,2133
2018-01-04,1413
2018-01-04,1790
2018-01-04,2335
2018-01-04,4266
2018-01-04,4275
2018-01-04,2455
2018-01-04,683
2018-01-04,1769
2018-01-04,4266
2018-01-04,1580
2018-01-04,972
2018-01-04,1161
2018-01-04,2076
2018-01-04,1946
2018-01-04,1839
2018-01-04,2427
2018-01-04,1393
2018-01-04,17873
2018-01-04,1147
2018-01-04,1736
2018-01-04,1235
2018-01-04,1512
2018-01-04,1208
2018-01-04,2205
2018-01-04,1371
2018-01-04,405
2018-01-04,1537
2018-01-04,1399
2018-01-04,1529
2018-01-04,1628
2018-01-04,1231
2018-01-04,3558
2018-01-04,2123
2018-01-04,700
2018-01-04,1410
2018-01-04,1456
2018-01-04,1866
2018-01-04,610
2018-01-04,1175
2018-01-04,1640
2018-01-04,2522
2018-01-04,1016
2018-01-04,605
2018-01-04,1407
2018-01-04,1505
2018-01-04,987
2018-01-04,1172
2018-01-04,1728
2018-01-04,1349
2018-01-04,759
2018-01-04,1364
2018-01-04,536
2018-01-04,2803
2018-01-04,798
2018-01-04,708
2018-01-03,505
2018-01-03,1325
2018-01-03,483
2018-01-03,4576
2018-01-03,551
2018-01-03,720
2018-01-03,251
2018-01-03,518
2018-01-03,563
2018-01-03,369
2018-01-03,568
2018-01-03,688
2018-01-02,3527
2018-01-02,8477
2017-12-29,1288
2017-12-29,392
2017-12-29,1201
2017-12-29,1263
2017-12-29,1274
2017-12-29,859
2017-12-29,1005
2017-12-29,680
2017-12-29,1208
2017-12-29,695
2017-12-29,1622
2017-12-29,1445
2017-12-29,397
2017-12-29,647
2017-12-29,416
2017-12-29,489
2017-12-29,507
2017-12-29,545
2017-12-29,675
2017-12-29,1107
2017-12-29,342
2017-12-29,4057
2017-12-29,516
2017-12-29,352
2017-12-29,505
2017-12-29,252
2017-12-29,301
2017-12-29,924
2017-12-29,481
2017-12-29,725
2017-12-29,233
2017-12-29,752
2017-12-29,412
2017-12-29,349
2017-12-29,270
2017-12-29,580
2017-12-29,315
2017-12-29,277
2017-12-29,356
2017-12-29,244
2017-12-29,433
2017-12-29,1045
2017-12-29,171
2017-12-29,205
2017-12-29,272
2017-12-29,310
2017-12-29,358
2017-12-29,556
2017-12-29,216
2017-12-29,655
2017-12-29,176
2017-12-29,241
2017-12-29,269
2017-12-29,517
2017-12-29,136
2017-12-29,211
2017-12-29,252
2017-12-29,244
2017-12-29,312
2017-12-29,1111
2017-12-29,233
2017-12-29,180
2017-12-29,957
2017-12-29,3336
2017-12-29,13410
2017-12-29,5836
2017-12-29,555
2017-12-29,520
2017-12-29,2924
2017-12-29,919
2017-12-29,896
2017-12-29,1515
2017-12-29,262
2017-12-29,439
2017-12-29,960
2017-12-28,2891
2017-12-28,17465
2017-12-28,2345
2017-12-28,3721
2017-12-28,1657
2017-12-28,1389
2017-12-28,3255
2017-12-28,5712
2017-12-28,1158
2017-12-28,14916
2017-12-28,924
2017-12-28,2771
2017-12-28,4516
2017-12-28,4637
2017-12-28,496
2017-12-28,2210
2017-12-28,335
2017-12-28,668
2017-12-28,1032
2017-12-28,1796
2017-12-28,2770
2017-12-28,22465
2017-12-28,886
2017-12-27,1832
2017-12-27,4278
2017-12-27,40201
2017-12-27,3656
2017-12-27,6366
2017-12-27,4633
2017-12-27,1859
2017-12-27,16727
2017-12-27,13997
2017-12-27,2737
2017-12-27,3644
2017-12-27,2551
2017-12-27,1993
2017-12-27,10540
2017-12-26,3811
2017-12-26,3683
2017-12-26,819
2017-12-26,36864
2017-12-26,2482
2017-12-26,1049
2017-12-26,2917
2017-12-26,2852
2017-12-26,3381
2017-12-26,1302
2017-12-26,5333
2017-12-26,1571
2017-12-26,1417
2017-12-26,1439
2017-12-26,1508
2017-12-26,2287
2017-12-26,1853
2017-12-26,3305
2017-12-26,15085
2017-12-22,2533
2017-12-21,1580
2017-12-21,911
2017-12-21,1421
2017-12-21,2116
2017-12-21,796
2017-12-20,1376
2017-12-20,1501
2017-12-20,1365
2017-12-20,943
2017-12-20,1413
2017-12-20,2323
2017-12-20,664
2017-12-20,827
2017-12-19,964
2017-12-19,12970
2017-12-19,1408
2017-12-19,1356
2017-12-18,744
2017-12-15,814
2017-12-15,1178
2017-12-15,3389
2017-12-14,1017
2017-12-14,676
2017-12-14,839
2017-12-14,879
2017-12-14,556
2017-12-13,829
2017-12-13,1944
2017-12-13,506
2017-12-13,465
2017-12-13,997
2017-12-13,315
2017-12-12,1102
2017-12-12,1550
2017-12-12,1127
2017-12-12,1814
2017-12-11,3131
2017-12-11,1087
2017-12-11,686
2017-12-11,684
2017-12-08,1036
2017-12-08,1376
2017-12-08,864
2017-12-08,1932
2017-12-07,858
2017-12-07,544
2017-12-07,796
2017-12-07,1237
2017-12-07,973
2017-12-06,525
2017-12-06,683
2017-12-06,1206
2017-12-06,4108
2017-12-06,769
2017-12-06,564
2017-12-06,442
2017-12-06,393
2017-12-05,730
2017-12-05,949
2017-12-05,1133
2017-12-05,627
2017-12-05,707
2017-12-04,11642
2017-12-04,1035
2017-12-04,987
2017-12-04,15142
2017-12-04,1055
2017-12-04,1379
2017-12-01,1128
2017-12-01,1346
2017-12-01,2393
2017-12-01,518
2017-11-30,6103
2017-11-30,3115
2017-11-30,3790
2017-11-30,4324
2017-11-30,6307
2017-11-30,3058
2017-11-30,1705
2017-11-29,3735
2017-11-29,3776
2017-11-29,3682
2017-11-29,4437
2017-11-29,5178
2017-11-29,1784
2017-11-29,3068
2017-11-29,29028
2017-11-29,2900
2017-11-29,2284
2017-11-29,1181
2017-11-29,1210
2017-11-29,2182
2017-11-29,1701
2017-11-28,5212
2017-11-28,3822
2017-11-28,3851
2017-11-28,3143
2017-11-28,7298
2017-11-28,2228
2017-11-28,2329
2017-11-28,7172
2017-11-28,2244
2017-11-27,5026
2017-11-27,3601
2017-11-27,3800
2017-11-27,2981
2017-11-27,3708
2017-11-27,1732
2017-11-27,3019
2017-11-27,10001
2017-11-27,3041
2017-11-24,3709
2017-11-24,4326
2017-11-24,3036
2017-11-24,2315
2017-11-24,3048
2017-11-24,3069
2017-11-24,4374
2017-11-24,1793
2017-11-24,3033
2017-11-24,2221
2017-11-24,2201
2017-11-23,5180
2017-11-23,3076
2017-11-23,3818
2017-11-23,16233
2017-11-23,5074
2017-11-23,2228
2017-11-23,2159
2017-11-22,3736
2017-11-22,11078
2017-11-22,2269
2017-11-22,1741
2017-11-22,11426
2017-11-22,1690
2017-11-22,1738
2017-11-22,3036
2017-11-21,3717
2017-11-21,16119
2017-11-20,4433
